,classification_fixed_id,base_pay_rate_id,base_rate_type,base_rate,calculated_pay_rate_id,calculated_rate_type,calculated_rate,parent_classification_name,classification,classification_level,employee_rate_type_code_x,operative_from,operative_to,version_number,published_year,last_modified_datetime,awards,employee_rate_type_code_y
5396,6745,BR95305,Annual,70941.0,CR28250,Fortnightly,2719.2,,sm 3-1,7.0,AD,2023-07-01,,4.0,2023,2023-06-02T08:37:38+00:00,134,AD
5397,6745,BR95305,Annual,70941.0,CR28252,Casual hourly,44.73,,sm 3-1,7.0,AD,2023-07-01,,4.0,2023,2023-06-02T08:37:38+00:00,134,AD
5398,6745,BR95305,Annual,70941.0,CR28251,Hourly,35.78,,sm 3-1,7.0,AD,2023-07-01,,4.0,2023,2023-06-02T08:37:38+00:00,134,AD
5399,6723,BR95285,Annual,51916.0,CR28190,Fortnightly,1989.9,,rw 3-1,8.0,AD,2023-07-01,,3.0,2023,2023-06-02T08:37:38+00:00,134,AD
5400,6723,BR95285,Annual,51916.0,CR28191,Hourly,26.18,,rw 3-1,8.0,AD,2023-07-01,,3.0,2023,2023-06-02T08:37:38+00:00,134,AD
5401,6723,BR95285,Annual,51916.0,CR28192,Casual hourly,32.73,,rw 3-1,8.0,AD,2023-07-01,,3.0,2023,2023-06-02T08:37:38+00:00,134,AD
5402,6736,BR95297,Annual,72597.0,CR28226,Fortnightly,2782.6,,wm 3-2,8.0,AD,2023-07-01,,4.0,2023,2023-06-02T08:37:38+00:00,134,AD
5403,6736,BR95297,Annual,72597.0,CR28228,Casual hourly,45.76,,wm 3-2,8.0,AD,2023-07-01,,4.0,2023,2023-06-02T08:37:38+00:00,134,AD
5404,6736,BR95297,Annual,72597.0,CR28227,Hourly,36.61,,wm 3-2,8.0,AD,2023-07-01,,4.0,2023,2023-06-02T08:37:38+00:00,134,AD
5405,6746,BR95306,Annual,72597.0,CR28255,Casual hourly,45.76,,sm 3-2,8.0,AD,2023-07-01,,4.0,2023,2023-06-02T08:37:38+00:00,134,AD
5406,6746,BR95306,Annual,72597.0,CR28253,Fortnightly,2782.6,,sm 3-2,8.0,AD,2023-07-01,,4.0,2023,2023-06-02T08:37:38+00:00,134,AD
5407,6746,BR95306,Annual,72597.0,CR28254,Hourly,36.61,,sm 3-2,8.0,AD,2023-07-01,,4.0,2023,2023-06-02T08:37:38+00:00,134,AD
5408,6747,BR95307,Annual,74259.0,CR28257,Hourly,37.45,,sm 3-3,9.0,AD,2023-07-01,,4.0,2023,2023-06-02T08:37:38+00:00,134,AD
5409,6747,BR95307,Annual,74259.0,CR28258,Casual hourly,46.81,,sm 3-3,9.0,AD,2023-07-01,,4.0,2023,2023-06-02T08:37:38+00:00,134,AD
5410,6747,BR95307,Annual,74259.0,CR28256,Fortnightly,2846.3,,sm 3-3,9.0,AD,2023-07-01,,4.0,2023,2023-06-02T08:37:38+00:00,134,AD
5411,6724,BR95286,Annual,52640.0,CR28194,Hourly,26.55,,rw 3-2,9.0,AD,2023-07-01,,3.0,2023,2023-06-02T08:37:38+00:00,134,AD
5412,6724,BR95286,Annual,52640.0,CR28195,Casual hourly,33.19,,rw 3-2,9.0,AD,2023-07-01,,3.0,2023,2023-06-02T08:37:38+00:00,134,AD
5413,6724,BR95286,Annual,52640.0,CR28193,Fortnightly,2017.7,,rw 3-2,9.0,AD,2023-07-01,,3.0,2023,2023-06-02T08:37:38+00:00,134,AD
5414,6737,BR95298,Annual,74259.0,CR28231,Casual hourly,46.81,,wm 3-3,9.0,AD,2023-07-01,,4.0,2023,2023-06-02T08:37:38+00:00,134,AD
5415,6737,BR95298,Annual,74259.0,CR28229,Fortnightly,2846.3,,wm 3-3,9.0,AD,2023-07-01,,4.0,2023,2023-06-02T08:37:38+00:00,134,AD
5416,6737,BR95298,Annual,74259.0,CR28230,Hourly,37.45,,wm 3-3,9.0,AD,2023-07-01,,4.0,2023,2023-06-02T08:37:38+00:00,134,AD
5417,6725,BR95287,Annual,56218.0,CR28198,Casual hourly,35.44,,rw 4-1,10.0,AD,2023-07-01,,3.0,2023,2023-06-02T08:37:38+00:00,134,AD
5418,6725,BR95287,Annual,56218.0,CR28197,Hourly,28.35,,rw 4-1,10.0,AD,2023-07-01,,3.0,2023,2023-06-02T08:37:38+00:00,134,AD
5419,6725,BR95287,Annual,56218.0,CR28196,Fortnightly,2154.8,,rw 4-1,10.0,AD,2023-07-01,,3.0,2023,2023-06-02T08:37:38+00:00,134,AD
5420,6726,BR95288,Annual,57589.0,CR28201,Casual hourly,36.3,,rw 4-2,11.0,AD,2023-07-01,,3.0,2023,2023-06-02T08:37:38+00:00,134,AD
5421,6726,BR95288,Annual,57589.0,CR28199,Fortnightly,2207.4,,rw 4-2,11.0,AD,2023-07-01,,3.0,2023,2023-06-02T08:37:38+00:00,134,AD
5422,6726,BR95288,Annual,57589.0,CR28200,Hourly,29.04,,rw 4-2,11.0,AD,2023-07-01,,3.0,2023,2023-06-02T08:37:38+00:00,134,AD
5423,6727,BR95289,Annual,59096.0,CR28203,Hourly,29.8,,rw 4-3,12.0,AD,2023-07-01,,4.0,2023,2023-06-02T08:37:38+00:00,134,AD
5424,6727,BR95289,Annual,59096.0,CR28204,Casual hourly,37.25,,rw 4-3,12.0,AD,2023-07-01,,4.0,2023,2023-06-02T08:37:38+00:00,134,AD
5425,6727,BR95289,Annual,59096.0,CR28202,Fortnightly,2265.1,,rw 4-3,12.0,AD,2023-07-01,,4.0,2023,2023-06-02T08:37:38+00:00,134,AD
5426,7036,BR95550,Annual,59151.0,,,,Min,forensic officer level 1,1.0,AD,2023-07-01,,3.0,2023,2023-06-02T08:37:38+00:00,135,AD
5427,7037,BR95551,Annual,63786.0,,,,Max,forensic officer level 1,1.0,AD,2023-07-01,,3.0,2023,2023-06-02T08:37:38+00:00,135,AD
5428,6971,BR95493,Annual,66792.0,,,,Max,yjw grade 1 - 1.1,1.0,AD,2023-07-01,,3.0,2023,2023-06-02T08:37:38+00:00,135,AD
5429,6970,BR95492,Annual,54122.0,,,,Min,yjw grade 1 - 1.1,1.0,AD,2023-07-01,,3.0,2023,2023-06-02T08:37:38+00:00,135,AD
5430,7142,BR95638,Annual,57671.0,,,,Year 1,level 2 - tradesperson (ta 2),1.0,AD,2023-07-01,,4.0,2023,2023-06-02T08:37:38+00:00,135,AD
5431,7143,BR95639,Annual,58958.0,,,,Year 2,level 2 - tradesperson (ta 2),2.0,AD,2023-07-01,,4.0,2023,2023-06-02T08:37:38+00:00,135,AD
5432,7144,BR95640,Annual,60636.0,,,,Year 3,level 2 - tradesperson (ta 2),3.0,AD,2023-07-01,,4.0,2023,2023-06-02T08:37:38+00:00,135,AD
5433,7145,BR95641,Annual,61457.0,,,,Year 4,level 2 - tradesperson (ta 2),4.0,AD,2023-07-01,,4.0,2023,2023-06-02T08:37:38+00:00,135,AD
5434,7119,BR95616,Annual,50863.0,,,,Year 1,fso-1,1.0,AD,2023-07-01,,4.0,2023,2023-06-02T08:37:38+00:00,135,AD
5435,7120,BR95617,Annual,51457.0,,,,Year 2,fso-1,2.0,AD,2023-07-01,,4.0,2023,2023-06-02T08:37:38+00:00,135,AD
5436,7121,BR95618,Annual,52047.0,,,,Year 3,fso-1,3.0,AD,2023-07-01,,4.0,2023,2023-06-02T08:37:38+00:00,135,AD
5437,7122,BR95619,Annual,53290.0,,,,Year 4,fso-1,4.0,AD,2023-07-01,,4.0,2023,2023-06-02T08:37:38+00:00,135,AD
5438,7131,BR95628,Annual,59845.0,,,,Year 1,fso-4,1.0,AD,2023-07-01,,4.0,2023,2023-06-02T08:37:38+00:00,135,AD
5439,7132,BR95629,Annual,61101.0,,,,Year 2,fso-4,2.0,AD,2023-07-01,,4.0,2023,2023-06-02T08:37:38+00:00,135,AD
5440,7133,BR95630,Annual,62780.0,,,,Year 3,fso-4,3.0,AD,2023-07-01,,4.0,2023,2023-06-02T08:37:38+00:00,135,AD
5441,7134,BR95631,Annual,64021.0,,,,Year 4,fso-4,4.0,AD,2023-07-01,,4.0,2023,2023-06-02T08:37:38+00:00,135,AD
5442,7094,BR95596,Annual,64642.0,,,,Year 1,ddso 3 - cert iv,1.0,AD,2023-07-01,,4.0,2023,2023-06-02T08:37:38+00:00,135,AD
5443,7095,BR95597,Annual,65879.0,,,,Year 2,ddso 3 - cert iv,2.0,AD,2023-07-01,,4.0,2023,2023-06-02T08:37:38+00:00,135,AD
5444,7096,BR95598,Annual,67147.0,,,,Year 3,ddso 3 - cert iv,3.0,AD,2023-07-01,,4.0,2023,2023-06-02T08:37:38+00:00,135,AD
5445,7097,BR95599,Annual,68398.0,,,,Year 4,ddso 3 - cert iv,4.0,AD,2023-07-01,,4.0,2023,2023-06-02T08:37:38+00:00,135,AD
5446,7098,BR95600,Annual,69648.0,,,,Year 5,ddso 3 - cert iv,5.0,AD,2023-07-01,,4.0,2023,2023-06-02T08:37:38+00:00,135,AD
5447,7099,BR95601,Annual,70703.0,,,,Year 6,ddso 3 - cert iv,6.0,AD,2023-07-01,,4.0,2023,2023-06-02T08:37:38+00:00,135,AD
5448,7193,BR95682,Annual,54691.0,,,,,certificate iii (trade qualification),1.0,AD,2023-07-01,,4.0,2023,2023-06-02T08:37:38+00:00,135,AD
5449,7123,BR95620,Annual,52940.0,,,,Year 1,fso-2,1.0,AD,2023-07-01,,4.0,2023,2023-06-02T08:37:38+00:00,135,AD
5450,7124,BR95621,Annual,53824.0,,,,Year 2,fso-2,2.0,AD,2023-07-01,,4.0,2023,2023-06-02T08:37:38+00:00,135,AD
5451,7125,BR95622,Annual,54712.0,,,,Year 3,fso-2,3.0,AD,2023-07-01,,4.0,2023,2023-06-02T08:37:38+00:00,135,AD
5452,7126,BR95623,Annual,55955.0,,,,Year 4,fso-2,4.0,AD,2023-07-01,,4.0,2023,2023-06-02T08:37:38+00:00,135,AD
5453,7152,BR95647,Annual,88928.0,,,,,level 4 - trades coordinator (formerly senior maintenance manager),1.0,AD,2023-07-01,,4.0,2023,2023-06-02T08:37:38+00:00,135,AD
5454,7100,BR95602,Annual,76108.0,,,,Year 1,ddso 3a - adv. diploma (cert vi),1.0,AD,2023-07-01,,4.0,2023,2023-06-02T08:37:38+00:00,135,AD
5455,7101,BR95603,Annual,76978.0,,,,Year 2,ddso 3a - adv. diploma (cert vi),2.0,AD,2023-07-01,,4.0,2023,2023-06-02T08:37:38+00:00,135,AD
5456,7102,BR95604,Annual,78588.0,,,,Year 3,ddso 3a - adv. diploma (cert vi),3.0,AD,2023-07-01,,4.0,2023,2023-06-02T08:37:38+00:00,135,AD
5457,7103,BR95605,Annual,80161.0,,,,Year 4,ddso 3a - adv. diploma (cert vi),4.0,AD,2023-07-01,,4.0,2023,2023-06-02T08:37:38+00:00,135,AD
5458,7104,BR95606,Annual,81993.0,,,,Year 5,ddso 3a - adv. diploma (cert vi),5.0,AD,2023-07-01,,4.0,2023,2023-06-02T08:37:38+00:00,135,AD
5459,7147,BR95642,Annual,64753.0,,,,Year 1,level 3 g1 (ta 3),1.0,AD,2023-07-01,,4.0,2023,2023-06-02T08:37:38+00:00,135,AD
5460,7148,BR95643,Annual,66724.0,,,,Year 2,level 3 g1 (ta 3),2.0,AD,2023-07-01,,4.0,2023,2023-06-02T08:37:38+00:00,135,AD
5461,7149,BR95644,Annual,67970.0,,,,Year 3,level 3 g1 (ta 3),3.0,AD,2023-07-01,,4.0,2023,2023-06-02T08:37:38+00:00,135,AD
5462,7150,BR95645,Annual,73636.0,,,,,level 3 g2 (ta 4),1.0,AD,2023-07-01,,4.0,2023,2023-06-02T08:37:38+00:00,135,AD
5463,7151,BR95646,Annual,87451.0,,,,,level 4 - trades coordinator (formerly maintenance manager),1.0,AD,2023-07-01,,4.0,2023,2023-06-02T08:37:38+00:00,135,AD
5464,6876,BR95412,Annual,46556.0,,,,Min,grade 1 - 1.1,1.0,AD,2023-07-01,,3.0,2023,2023-06-02T08:37:38+00:00,135,AD
5465,6877,BR95413,Annual,52387.0,,,,Max,grade 1 - 1.1,1.0,AD,2023-07-01,,3.0,2023,2023-06-02T08:37:38+00:00,135,AD
5466,7075,BR95577,Annual,51019.0,,,,Year 1,ddso 1 - unqualified,1.0,AD,2023-07-01,,4.0,2023,2023-06-02T08:37:38+00:00,135,AD
5467,7076,BR95578,Annual,52157.0,,,,Year 2,ddso 1 - unqualified,2.0,AD,2023-07-01,,4.0,2023,2023-06-02T08:37:38+00:00,135,AD
5468,7077,BR95579,Annual,53824.0,,,,Year 3,ddso 1 - unqualified,3.0,AD,2023-07-01,,4.0,2023,2023-06-02T08:37:38+00:00,135,AD
5469,7078,BR95580,Annual,55004.0,,,,Year 4,ddso 1 - unqualified,4.0,AD,2023-07-01,,4.0,2023,2023-06-02T08:37:38+00:00,135,AD
5470,6953,BR95477,Annual,62749.0,,,,Max,cyf grade 1 - 1.1,1.0,AD,2023-07-01,,3.0,2023,2023-06-02T08:37:38+00:00,135,AD
5471,6952,BR95476,Annual,52161.0,,,,Min,cyf grade 1 - 1.1,1.0,AD,2023-07-01,,3.0,2023,2023-06-02T08:37:38+00:00,135,AD
5472,6902,BR95438,Annual,58605.0,,,,,articled clerk,1.0,AD,2023-07-01,,4.0,2023,2023-06-02T08:37:38+00:00,135,AD
5473,7086,BR95588,Annual,59738.0,,,,Year 1,ddso 2a - adv. diploma (cert vi),1.0,AD,2023-07-01,,4.0,2023,2023-06-02T08:37:38+00:00,135,AD
5474,7087,BR95589,Annual,61744.0,,,,Year 2,ddso 2a - adv. diploma (cert vi),2.0,AD,2023-07-01,,4.0,2023,2023-06-02T08:37:38+00:00,135,AD
5475,7088,BR95590,Annual,64322.0,,,,Year 3,ddso 2a - adv. diploma (cert vi),3.0,AD,2023-07-01,,4.0,2023,2023-06-02T08:37:38+00:00,135,AD
5476,7089,BR95591,Annual,66596.0,,,,Year 4,ddso 2a - adv. diploma (cert vi),4.0,AD,2023-07-01,,4.0,2023,2023-06-02T08:37:38+00:00,135,AD
5477,7090,BR95592,Annual,69023.0,,,,Year 5,ddso 2a - adv. diploma (cert vi),5.0,AD,2023-07-01,,4.0,2023,2023-06-02T08:37:38+00:00,135,AD
5478,7091,BR95593,Annual,71450.0,,,,Year 6,ddso 2a - adv. diploma (cert vi),6.0,AD,2023-07-01,,4.0,2023,2023-06-02T08:37:38+00:00,135,AD
5479,7092,BR95594,Annual,73881.0,,,,Year 7,ddso 2a - adv. diploma (cert vi),7.0,AD,2023-07-01,,4.0,2023,2023-06-02T08:37:38+00:00,135,AD
5480,7093,BR95595,Annual,76310.0,,,,Year 8,ddso 2a - adv. diploma (cert vi),8.0,AD,2023-07-01,,4.0,2023,2023-06-02T08:37:38+00:00,135,AD
5481,7127,BR95624,Annual,55997.0,,,,Year 1,fso-3,1.0,AD,2023-07-01,,4.0,2023,2023-06-02T08:37:38+00:00,135,AD
5482,7128,BR95625,Annual,57279.0,,,,Year 2,fso-3,2.0,AD,2023-07-01,,4.0,2023,2023-06-02T08:37:38+00:00,135,AD
5483,7129,BR95626,Annual,58478.0,,,,Year 3,fso-3,3.0,AD,2023-07-01,,4.0,2023,2023-06-02T08:37:38+00:00,135,AD
5484,7130,BR95627,Annual,59412.0,,,,Year 4,fso-3,4.0,AD,2023-07-01,,4.0,2023,2023-06-02T08:37:38+00:00,135,AD
5485,87765,BR99693,Annual,49088.0,,,,Ongoing Staff,band 1.1,1.0,AD,2023-07-01,,3.0,2023,2023-06-02T08:37:38+00:00,135,AD
5486,87783,BR99711,Annual,47750.0,,,,Project fire fighters,band 1.1,1.0,AD,2023-07-01,,3.0,2023,2023-06-02T08:37:38+00:00,135,AD
5487,6996,BR95516,Annual,54976.0,,,,Min,hsco qualified level 1 (cert. iii),1.0,AD,2023-07-01,,4.0,2023,2023-06-02T08:37:38+00:00,135,AD
5488,7059,BR95569,Annual,74036.0,,,,Year 1,grade 3b,1.0,AD,2023-07-01,,4.0,2023,2023-06-02T08:37:38+00:00,135,AD
5489,7060,BR95570,Annual,75335.0,,,,Year 2 and thereafter,grade 3b,2.0,AD,2023-07-01,,4.0,2023,2023-06-02T08:37:38+00:00,135,AD
5490,7138,BR95634,Annual,52940.0,,,,Year 1,level 1 - trades assistant (ta 1),1.0,AD,2023-07-01,,4.0,2023,2023-06-02T08:37:38+00:00,135,AD
5491,7139,BR95635,Annual,53824.0,,,,Year 2,level 1 - trades assistant (ta 1),2.0,AD,2023-07-01,,4.0,2023,2023-06-02T08:37:38+00:00,135,AD
5492,7140,BR95636,Annual,54712.0,,,,Year 3,level 1 - trades assistant (ta 1),3.0,AD,2023-07-01,,4.0,2023,2023-06-02T08:37:38+00:00,135,AD
5493,7141,BR95637,Annual,55955.0,,,,Year 4,level 1 - trades assistant (ta 1),4.0,AD,2023-07-01,,4.0,2023,2023-06-02T08:37:38+00:00,135,AD
5494,7083,BR95585,Annual,60269.0,,,,Year 1,ddso 2 - cert iv,1.0,AD,2023-07-01,,4.0,2023,2023-06-02T08:37:38+00:00,135,AD
5495,7084,BR95586,Annual,61034.0,,,,Year 2,ddso 2 - cert iv,2.0,AD,2023-07-01,,4.0,2023,2023-06-02T08:37:38+00:00,135,AD
5496,7085,BR95587,Annual,62223.0,,,,Year 3,ddso 2 - cert iv,3.0,AD,2023-07-01,,4.0,2023,2023-06-02T08:37:38+00:00,135,AD
5497,6914,BR95448,Annual,53191.0,,,,Min,cog 1 trainee,1.0,AD,2023-07-01,,4.0,2023,2023-06-02T08:37:38+00:00,135,AD
5498,6930,BR95462,Annual,54378.0,,,,Min,cpp grade 2 - 2.1,1.0,AD,2023-07-01,,4.0,2023,2023-06-02T08:37:38+00:00,135,AD
5499,7109,BR95611,Annual,100526.0,,,,,ddso 5,1.0,AD,2023-07-01,,3.0,2023,2023-06-02T08:37:38+00:00,135,AD
5500,7079,BR95581,Annual,56183.0,,,,Year 1,ddso 1q - qualified (cert iv),1.0,AD,2023-07-01,,4.0,2023,2023-06-02T08:37:38+00:00,135,AD
5501,7080,BR95582,Annual,57367.0,,,,Year 2,ddso 1q - qualified (cert iv),2.0,AD,2023-07-01,,4.0,2023,2023-06-02T08:37:38+00:00,135,AD
5502,7081,BR95583,Annual,59087.0,,,,Year 3,ddso 1q - qualified (cert iv),3.0,AD,2023-07-01,,4.0,2023,2023-06-02T08:37:38+00:00,135,AD
5503,7082,BR95584,Annual,59678.0,,,,Year 4,ddso 1q - qualified (cert iv),4.0,AD,2023-07-01,,4.0,2023,2023-06-02T08:37:38+00:00,135,AD
5504,7135,BR95632,Annual,65495.0,,,,Year 1,fso-5,1.0,AD,2023-07-01,,4.0,2023,2023-06-02T08:37:38+00:00,135,AD
5505,7136,BR95633,Annual,66738.0,,,,Year 2,fso-5,2.0,AD,2023-07-01,,4.0,2023,2023-06-02T08:37:38+00:00,135,AD
5506,6903,BR95439,Annual,64597.0,,,,,solicitor 1 - 1.1,1.0,AD,2023-07-01,,4.0,2023,2023-06-02T08:37:38+00:00,135,AD
5507,6879,BR95415,Annual,60284.0,,,,Max,grade 2 - 2.1,2.0,AD,2023-07-01,,3.0,2023,2023-06-02T08:37:38+00:00,135,AD
5508,6878,BR95414,Annual,53885.0,,,,Min,grade 2 - 2.1,2.0,AD,2023-07-01,,3.0,2023,2023-06-02T08:37:38+00:00,135,AD
5509,87766,BR99694,Annual,50950.0,,,,Ongoing Staff,band 1.2,2.0,AD,2023-07-01,,3.0,2023,2023-06-02T08:37:38+00:00,135,AD
5510,87784,BR99712,Annual,49522.0,,,,Project fire fighters,band 1.2,2.0,AD,2023-07-01,,3.0,2023,2023-06-02T08:37:38+00:00,135,AD
5511,7039,BR95553,Annual,74377.0,,,,Max,forensic officer level 2 ,2.0,AD,2023-07-01,,3.0,2023,2023-06-02T08:37:38+00:00,135,AD
5512,7194,BR95683,Annual,58589.0,,,,,relevant degree or diploma,2.0,AD,2023-07-01,,4.0,2023,2023-06-02T08:37:38+00:00,135,AD
5513,6917,BR95451,Annual,67522.0,,,,Max,cog 2a prison officer,2.0,AD,2023-07-01,,4.0,2023,2023-06-02T08:37:38+00:00,135,AD
5514,7038,BR95552,Annual,67917.0,,,,Min,forensic officer level 2,2.0,AD,2023-07-01,,3.0,2023,2023-06-02T08:37:38+00:00,135,AD
5515,6973,BR95495,Annual,77469.0,,,,Max,yjw grade 2 - 2.1,2.0,AD,2023-07-01,,3.0,2023,2023-06-02T08:37:38+00:00,135,AD
5516,6972,BR95494,Annual,68124.0,,,,Min,yjw grade 2 - 2.1,2.0,AD,2023-07-01,,3.0,2023,2023-06-02T08:37:38+00:00,135,AD
5517,6955,BR95479,Annual,77246.0,,,,Max,cyf grade 2 - 2.1,2.0,AD,2023-07-01,,3.0,2023,2023-06-02T08:37:38+00:00,135,AD
5518,6954,BR95478,Annual,62911.0,,,,Min,cyf grade 2 - 2.1,2.0,AD,2023-07-01,,3.0,2023,2023-06-02T08:37:38+00:00,135,AD
5519,7110,BR95612,Annual,107605.0,,,,,ddso 6,2.0,AD,2023-07-01,,3.0,2023,2023-06-02T08:37:38+00:00,135,AD
5520,7061,BR95571,Annual,76996.0,,,,Year 1,grade 4a,3.0,AD,2023-07-01,,4.0,2023,2023-06-02T08:37:38+00:00,135,AD
5521,7062,BR95572,Annual,78660.0,,,,Year 2 and thereafter,grade 4a,4.0,AD,2023-07-01,,4.0,2023,2023-06-02T08:37:38+00:00,135,AD
5522,6975,BR95497,Annual,87149.0,,,,Max,yjw grade 3 - 3.1,3.0,AD,2023-07-01,,3.0,2023,2023-06-02T08:37:38+00:00,135,AD
5523,6974,BR95496,Annual,78793.0,,,,Min,yjw grade 3 - 3.1,3.0,AD,2023-07-01,,3.0,2023,2023-06-02T08:37:38+00:00,135,AD
5524,7195,BR95684,Annual,60148.0,,,,,certificate iv,3.0,AD,2023-07-01,,4.0,2023,2023-06-02T08:37:38+00:00,135,AD
5525,6957,BR95481,Annual,89367.0,,,,Max,cyf grade 3 - 3.1,3.0,AD,2023-07-01,,3.0,2023,2023-06-02T08:37:38+00:00,135,AD
5526,6956,BR95480,Annual,79450.0,,,,Min,cyf grade 3 - 3.1,3.0,AD,2023-07-01,,3.0,2023,2023-06-02T08:37:38+00:00,135,AD
5527,7025,BR95541,Annual,78316.0,,,,Max,leading community corrections officer,3.0,AD,2023-07-01,,4.0,2023,2023-06-02T08:37:38+00:00,135,AD
5528,7111,BR95613,Annual,114685.0,,,,,ddso 7,3.0,AD,2023-07-01,,3.0,2023,2023-06-02T08:37:38+00:00,135,AD
5529,6881,BR95417,Annual,67107.0,,,,Max,grade 2 - 2.2,3.0,AD,2023-07-01,,3.0,2023,2023-06-02T08:37:38+00:00,135,AD
5530,6880,BR95416,Annual,61258.0,,,,Min,grade 2 - 2.2,3.0,AD,2023-07-01,,3.0,2023,2023-06-02T08:37:38+00:00,135,AD
5531,7041,BR95555,Annual,91812.0,,,,Max,forensic officer level 3,3.0,AD,2023-07-01,,3.0,2023,2023-06-02T08:37:38+00:00,135,AD
5532,7040,BR95554,Annual,83710.0,,,,Min,forensic officer level 3,3.0,AD,2023-07-01,,3.0,2023,2023-06-02T08:37:38+00:00,135,AD
5533,87767,BR99695,Annual,51608.0,,,,Ongoing Staff,band 1.3,3.0,AD,2023-07-01,,3.0,2023,2023-06-02T08:37:38+00:00,135,AD
5534,87785,BR99713,Annual,50124.0,,,,Project fire fighters,band 1.3,3.0,AD,2023-07-01,,3.0,2023,2023-06-02T08:37:38+00:00,135,AD
5535,7007,BR95525,Annual,78316.0,,,,Max,senior sheriff’s officer,3.0,AD,2023-07-01,,4.0,2023,2023-06-02T08:37:38+00:00,135,AD
5536,6919,BR95453,Annual,78316.0,,,,Max,cog 2b prison officer,3.0,AD,2023-07-01,,4.0,2023,2023-06-02T08:37:38+00:00,135,AD
5537,6976,BR95498,Annual,88128.0,,,,Min,yjw grade 4 - 4.1,4.0,AD,2023-07-01,,3.0,2023,2023-06-02T08:37:38+00:00,135,AD
5538,6977,BR95499,Annual,99208.0,,,,Max,yjw grade 4 - 4.1,4.0,AD,2023-07-01,,3.0,2023,2023-06-02T08:37:38+00:00,135,AD
5539,6959,BR95483,Annual,99792.0,,,,Max,cyf grade 4 - 4.1,4.0,AD,2023-07-01,,4.0,2023,2023-06-02T08:37:38+00:00,135,AD
5540,6882,BR95418,Annual,68453.0,,,,Min,grade 3 - 3.1,4.0,AD,2023-07-01,,3.0,2023,2023-06-02T08:37:38+00:00,135,AD
5541,6883,BR95419,Annual,75202.0,,,,Max,grade 3 - 3.1,4.0,AD,2023-07-01,,3.0,2023,2023-06-02T08:37:38+00:00,135,AD
5542,7008,BR95526,Annual,79666.0,,,,Min,assistant district supervisor,4.0,AD,2023-07-01,,4.0,2023,2023-06-02T08:37:38+00:00,135,AD
5543,7026,BR95542,Annual,79666.0,,,,Min,senior community corrections officer,4.0,AD,2023-07-01,,4.0,2023,2023-06-02T08:37:38+00:00,135,AD
5544,7027,BR95543,Annual,85612.0,,,,Max,senior community corrections officer,4.0,AD,2023-07-01,,4.0,2023,2023-06-02T08:37:38+00:00,135,AD
5545,7112,BR95614,Annual,122774.0,,,,,ddso 8,4.0,AD,2023-07-01,,3.0,2023,2023-06-02T08:37:38+00:00,135,AD
5546,6920,BR95454,Annual,79666.0,,,,Min,cog 3 senior prison officer/industry officer,4.0,AD,2023-07-01,,4.0,2023,2023-06-02T08:37:38+00:00,135,AD
5547,6921,BR95455,Annual,85612.0,,,,Max,cog 3 senior prison officer/industry officer,4.0,AD,2023-07-01,,4.0,2023,2023-06-02T08:37:38+00:00,135,AD
5548,87786,BR99714,Annual,51076.0,,,,Project fire fighters,band 1.4,4.0,AD,2023-07-01,,3.0,2023,2023-06-02T08:37:38+00:00,135,AD
5549,87768,BR99696,Annual,52591.0,,,,Ongoing Staff,band 1.4,4.0,AD,2023-07-01,,3.0,2023,2023-06-02T08:37:38+00:00,135,AD
5550,7042,BR95556,Annual,93865.0,,,,Min,forensic officer level 4,4.0,AD,2023-07-01,,3.0,2023,2023-06-02T08:37:38+00:00,135,AD
5551,7043,BR95557,Annual,103024.0,,,,Max,forensic officer level 4,4.0,AD,2023-07-01,,3.0,2023,2023-06-02T08:37:38+00:00,135,AD
5552,7196,BR95685,Annual,62648.0,,,,,mandatory 3 year degree,4.0,AD,2023-07-01,,4.0,2023,2023-06-02T08:37:38+00:00,135,AD
5553,7063,BR95573,Annual,80154.0,,,,Year 1,grade 4b,5.0,AD,2023-07-01,,4.0,2023,2023-06-02T08:37:38+00:00,135,AD
5554,7064,BR95574,Annual,81821.0,,,,Year 2 and thereafter,grade 4b,6.0,AD,2023-07-01,,4.0,2023,2023-06-02T08:37:38+00:00,135,AD
5555,87787,BR99715,Annual,52024.0,,,,Project fire fighters,band 1.5,5.0,AD,2023-07-01,,3.0,2023,2023-06-02T08:37:38+00:00,135,AD
5556,87769,BR99697,Annual,53573.0,,,,Ongoing Staff,band 1.5,5.0,AD,2023-07-01,,3.0,2023,2023-06-02T08:37:38+00:00,135,AD
5557,7045,BR95559,Annual,118128.0,,,,Max,forensic officer level 5,5.0,AD,2023-07-01,,3.0,2023,2023-06-02T08:37:38+00:00,135,AD
5558,7044,BR95558,Annual,109657.0,,,,Min,forensic officer level 5,5.0,AD,2023-07-01,,3.0,2023,2023-06-02T08:37:38+00:00,135,AD
5559,6978,BR95500,Annual,99356.0,,,,Min,yjw grade 5 - 5.1,5.0,AD,2023-07-01,,3.0,2023,2023-06-02T08:37:38+00:00,135,AD
5560,6979,BR95501,Annual,103868.0,,,,Max,yjw grade 5 - 5.1,5.0,AD,2023-07-01,,3.0,2023,2023-06-02T08:37:38+00:00,135,AD
5561,7028,BR95544,Annual,87362.0,,,,Min,officer in charge,5.0,AD,2023-07-01,,4.0,2023,2023-06-02T08:37:38+00:00,135,AD
